State,County Name,GROC09,CONVS09,FFR09,PCT_DIABETES_ADULTS09,PCT_OBESE_ADULTS09,MEDHHINC09,LACCESS_POP09,LACCESS_POP09,POPULATOIN 09,POP 09,GROC14,CONVS14,FFR14,PCT_DIABETES_ADULTS14,PCT_OBESE_ADULTS14,MEDHHINC14,PCT_LACCESS_POP14,LACCESS_POP14,POPULATION 14,POP 14
IN,Jay,3,8,8,11,34.6,38117,19%,4108,21253,"21,253",3,6,9,15,34,42646,19%,4122,21253,"21,143"
IN,Jefferson,108,433,578,12.4,32,41740,32%,209261,658466,"658,466",108,459,642,13,33.2,48415,31%,205658,658466,"659,733"
IN,Jennings,2,12,12,9.7,29.5,41869,18%,5226,28525,"28,525",2,10,11,12.3,33,46047,28%,8000,28525,"27,985"
IN,Johnson,1,13,17,10.6,35.4,32326,9%,2319,25540,"25,540",2,11,11,12.5,36.4,35877,6%,1503,25540,"25,998"
IN,Knox,9,17,37,9.5,32.8,39409,14%,7394,52919,"52,919",10,16,39,9.8,26.2,43796,18%,9510,52919,"51,953"
IN,Kosciusko,13,29,42,10.1,32.7,47811,23%,17486,77358,"77,358",15,28,54,10.4,33.2,54147,18%,14141,77358,"78,619"
IN,LaGrange,6,13,7,9.3,29.7,44151,1%,522,37128,"37,128",8,11,8,11.2,34.2,56662,0%,59,37128,"38,450"
IN,Lake,24,25,29,9.5,26.8,35914,18%,11383,64665,"64,665",22,33,33,10.1,26.2,37993,19%,12117,64665,"64,099"
IN,LaPorte,23,54,79,10.8,31.2,44039,19%,20849,111467,"111,467",19,52,70,10.8,35,47401,25%,28377,111467,"111,665"
IN,Lawrence,7,18,25,13.6,38.1,37365,4%,1349,34339,"34,339",5,19,16,15.6,35.5,41771,5%,1648,34339,"33,432"
IN,Madison,35,211,300,11.8,31.4,54633,33%,110052,334811,"334,811",44,213,330,11.5,32.3,59117,26%,88544,334811,"350,121"
IN,Marion,5,18,26,12.3,32.7,32080,2%,538,30776,"30,776",3,24,17,18.7,35.5,34977,6%,1929,30776,"30,250"
IN,Marshall,19,65,70,12,29.1,38859,14%,12814,93019,"93,019",21,71,71,12.8,33.2,40599,11%,10485,93019,"94,320"
IN,Martin,30,62,96,8.4,20.9,49539,32%,47216,146318,"146,318",33,73,103,11.3,21.3,53459,30%,44382,146318,"153,272"
IN,Miami,7,16,19,11.2,32.2,40466,18%,6701,36903,"36,903",11,14,22,11.6,35.7,46968,20%,7288,36903,"36,031"
IN,Monroe,7,15,10,13.8,35.5,31744,31%,7149,23068,"23,068",6,15,9,17.8,35.3,35163,25%,5712,23068,"21,902"
IN,Montgomery,33,131,169,13.9,34.1,41556,28%,64260,229363,"229,363",37,141,210,13.5,34.8,42666,29%,66181,229363,"227,193"
IN,Morgan,22,91,100,11.2,32.9,44859,12%,14010,119490,"119,490",16,95,99,12.6,31.6,47234,13%,15514,119490,"119,602"
IN,Newton,3,1,1,13.4,35.2,30965,35%,2940,8330,"8,330",4,4,1,12.8,34.2,33679,44%,3653,8330,"7,914"
IN,Noble,8,16,29,9.9,31,45269,7%,3233,47536,"47,536",9,18,26,11.8,31.8,51876,6%,2721,47536,"47,610"
IN,Ohio,1,3,0,11,29.9,47937,0%,0,#DIV/0!,"6,128",1,2,2,12.4,30.4,53177,0%,0,#DIV/0!,"6,014"
IN,Orange,527,586,2526,7.2,20.6,70727,7%,220587,3010232,"3,010,232",529,626,2790,8,19.7,78002,7%,195971,3010232,"3,134,438"
IN,Owen,2,5,6,11.2,35.6,42658,1%,152,21575,"21,575",2,8,7,14.1,34,43731,1%,172,21575,"21,004"
IN,Parke,2,8,3,11,28.7,42749,9%,1605,17339,"17,339",2,7,5,12.5,33.6,43637,12%,2150,17339,"17,207"
IN,Perry,5,8,2,19.8,40.2,24742,9%,972,10591,"10,591",4,6,1,21.7,43,26218,8%,882,10591,"9,842"
IN,Pike,9,17,30,15.3,36.9,32771,11%,3733,32899,"32,899",6,20,33,13.5,38.4,34442,14%,4535,32899,"33,020"
IN,Porter,14,50,99,9.7,29.9,56648,39%,63748,164343,"164,343",12,60,111,9.4,31.9,66070,32%,52407,164343,"167,336"
IN,Posey,4,14,9,10.7,31.1,56159,23%,5972,25910,"25,910",3,13,10,12.7,29.1,58298,22%,5706,25910,"25,538"
IN,Pulaski,72,188,330,10.5,32.1,44733,31%,116978,382748,"382,748",63,220,344,12,31.7,46473,27%,101839,382748,"392,633"
IN,Putnam,12,53,30,14.3,35.2,33300,25%,18371,74364,"74,364",13,51,28,12.2,36.1,32351,24%,17894,74364,"71,936"
IN,Randolph,4,17,11,14.5,32.1,32584,5%,1061,22913,"22,913",3,18,9,14.9,30.9,37333,15%,3375,22913,"22,468"
IN,Ripley,9,14,13,9.2,30.9,45951,3%,732,28818,"28,818",8,16,15,13.7,32.7,51553,3%,734,28818,"28,549"
IN,Rush,4,11,11,11.6,32.2,45464,3%,593,17392,"17,392",2,10,10,14,32.6,48970,3%,571,17392,"16,859"
IN,Scott,2,5,2,10.8,31.7,29633,18%,2004,11233,"11,233",2,4,4,11.4,32.5,36028,17%,1943,11233,"10,659"
IN,Shelby,26,100,128,8.2,28,67135,27%,52014,195085,"195,085",26,98,141,8.7,30.1,70879,24%,47122,195085,"205,990"
IN,Spencer,5,16,4,10.9,30.9,47726,0%,2,20952,"20,952",5,14,10,10.8,30.5,56451,0%,2,20952,"20,818"
IN,Starke,7,9,9,11.5,32.7,38317,6%,1375,23363,"23,363",5,4,8,13.6,36.1,48106,6%,1304,23363,"23,011"
IN,Steuben,6,20,26,12.2,32.4,45431,21%,7252,34185,"34,185",7,23,21,10.4,33.7,53191,19%,6418,34185,"34,427"
IN,Sullivan,4,9,9,9.3,31.4,42481,5%,1055,21475,"21,475",3,10,11,13,32.9,44939,5%,1042,21475,"21,013"
IN,Switzerland,2,3,3,10.7,28,42268,5%,488,10613,"10,613",2,4,5,13.4,32,46344,5%,488,10613,"10,470"
IN,Tippecanoe,22,45,123,8.4,27.9,41722,28%,48238,172780,"172,780",22,44,137,6.9,26.4,50170,19%,32254,172780,"183,515"
IN,Tipton,1,8,9,11,30.8,54171,32%,5142,15936,"15,936",2,8,10,10.8,31.1,56292,12%,1879,15936,"15,452"
IN,Union,10,42,24,11.6,30.8,36934,22%,9035,41639,"41,639",6,35,27,13.5,39.4,42195,26%,10944,41639,"40,158"
IN,Vanderburgh,35,66,147,10.2,28.9,41024,20%,35571,179703,"179,703",40,71,161,11.9,33.3,43823,20%,35885,179703,"182,073"
IN,Vermillion,5,9,11,12.7,30.8,42613,14%,2245,16212,"16,212",3,12,7,14.3,33.1,44376,13%,2072,16212,"15,684"
WI,Waukesha,51,110,251,6.8,25.8,71176,41%,160077,389891,"389,891",66,133,258,7.9,27.5,78689,36%,139441,389891,"395,383"
WI,Waupaca,9,33,31,9,32.4,47121,15%,8031,52410,"52,410",9,28,37,9.9,28.5,54849,12%,6215,52410,"52,108"
WI,Waushara,8,15,10,10.1,33,42590,1%,309,24496,"24,496",8,14,8,10.6,32.9,49912,2%,401,24496,"24,186"
WI,Winnebago,55,112,202,9.9,28.8,44336,25%,72887,295266,"295,266",55,121,202,11.7,33.9,50024,26%,76322,295266,"288,639"
WI,Wood,21,45,99,8.7,29.9,49344,29%,36555,125488,"125,488",17,39,117,11,30.9,57390,33%,41776,125488,"129,509"
WY,Albany,82,119,300,7.7,24.4,53783,27%,83654,304204,"304,204",104,143,324,9.8,25.4,57312,27%,82347,304204,"308,295"
WY,Campbell,17,43,60,10.1,28.1,47341,31%,27900,90336,"90,336",17,40,71,10.9,31.6,51694,30%,27458,90336,"91,490"
WY,Carbon,3,3,5,7.6,27.2,42256,36%,3621,10078,"10,078",4,4,8,9,24,49389,36%,3627,10078,"10,417"
WY,Converse,3,6,8,7.4,29.1,58599,13%,1734,13833,"13,833",3,9,8,10.2,28.3,70307,13%,1740,13833,"14,210"
WY,Crook,6,11,12,9.4,27.6,39867,14%,2962,20978,"20,978",4,11,9,12.5,25.7,45046,17%,3539,20978,"21,036"
WY,Fremont,6,17,16,7.7,22.2,40543,32%,14902,46824,"46,824",6,16,15,8.1,22.8,41967,35%,16168,46824,"46,427"
WY,Goshen,3,2,8,8.4,27,41226,29%,3899,13249,"13,249",2,2,11,9,29.9,48146,26%,3458,13249,"13,546"
WY,Johnson,1,13,17,10.6,35.4,32326,9%,2319,25540,"25,540",2,11,11,12.5,36.4,35877,6%,1503,25540,"25,998"
WY,Laramie,11,26,74,8.3,25.3,50278,24%,22102,91738,"91,738",8,29,65,10.1,29.7,59147,35%,31924,91738,"96,264"
WY,Lincoln,1,6,2,10.5,36.2,35070,34%,4853,14134,"14,134",1,5,5,12.3,37.5,40216,33%,4694,14134,"13,967"
WY,Natrona,10,33,62,7.4,27.3,52101,43%,32267,75450,"75,450",7,32,53,9,29.4,56703,43%,32267,75450,"81,432"
WY,Niobrara,1,2,3,7.9,23.9,40683,22%,545,2484,"2,484",1,1,3,8.4,25.5,46693,22%,545,2484,"2,491"
WY,Park,4,6,8,5.6,18.6,66400,59%,9484,16206,"16,206",4,6,5,6.7,20.5,63319,54%,8729,16206,"16,296"
WY,Platte,12,21,66,9.1,28.4,67791,35%,31211,89322,"89,322",10,25,62,11.3,30.8,72548,35%,31202,89322,"94,837"
WY,Sheridan,1,3,1,10.4,29.8,46699,99%,2521,2556,"2,556",2,3,1,11.8,31.5,51221,32%,820,2556,"2,535"
WY,Sublette,3,9,5,5.8,26.5,73855,20%,2054,10247,"10,247",3,7,3,6.9,23.5,77581,19%,1943,10247,"10,019"
WY,Sweetwater,5,28,27,6.8,29.6,67508,31%,13392,43806,"43,806",5,22,33,8.1,31.7,71867,43%,18935,43806,"44,970"
WY,Teton,1,5,7,6.5,24.9,52272,9%,906,10170,"10,170",2,4,5,6,24.1,58013,9%,906,10170,"10,300"
WY,Uinta,3,15,15,7,30.9,60532,20%,4270,21118,"21,118",2,13,16,9,27.9,62968,22%,4686,21118,"20,871"
WY,Washakie,3,5,8,8.8,24.5,47831,11%,931,8533,"8,533",2,5,6,12,27.7,56088,11%,931,8533,"8,306"
WY,Weston,4,3,4,7.4,28.8,48653,17%,1240,7208,"7,208",4,4,3,10,29.2,60986,17%,1237,7208,"7,179"
CO,Broomfield,6,15,59,4.8,21.9,76006,15%,8381,55889,"55,889",7,14,68,5.5,17.6,86548,30%,16647,55889,"61,786"
IN,Vigo,17,52,86,9.2,32.8,39089,27%,29116,107848,"107,848",17,45,93,11.5,32.8,39635,34%,36598,107848,"108,100"
IN,Wabash,2,5,7,9.3,28.7,42129,8%,1007,11947,"11,947",2,5,10,12.6,32.2,51224,9%,1023,11947,"11,541"
IN,Warren,1,6,1,14.7,35.1,29764,1%,86,5834,"5,834",1,5,1,15.8,32,32350,2%,122,5834,"5,500"
IN,Warrick,10,17,23,10.7,32.2,59195,28%,16947,59689,"59,689",8,17,29,10.9,29.4,66461,30%,17693,59689,"61,229"
IN,Washington,3,10,4,12.9,36.2,37639,10%,1708,17581,"17,581",2,9,3,17.8,40.2,42658,8%,1479,17581,"16,891"
IN,Wayne,4,24,26,10,32.3,36562,28%,8513,30099,"30,099",2,25,21,13.1,31.8,41466,29%,8633,30099,"29,972"
IN,Wells,3,9,18,10,31.9,45492,11%,2936,27636,"27,636",2,10,13,11.8,28.4,55987,9%,2544,27636,"27,839"
IN,White,15,37,49,10.1,31.2,39974,14%,11024,77076,"77,076",12,40,60,10.1,36.3,42508,12%,9452,77076,"78,532"
IN,Whitley,6,16,19,8.7,32.9,49989,5%,1688,33292,"33,292",6,17,20,10.6,32,56142,5%,1688,33292,"33,413"
IA,Adair,3,7,4,10.5,30.6,45540,8%,605,7682,"7,682",2,8,3,11.6,32.4,51531,6%,490,7682,"7,416"
IA,Adams,49,114,270,6.3,24.8,52785,15%,65746,441603,"441,603",66,122,316,7.2,26.3,62991,15%,66896,441603,"480,446"
IA,Allamakee,6,5,3,9.5,28.9,45881,19%,2728,14330,"14,330",7,7,3,9.1,33.6,47756,8%,1165,14330,"14,064"
IA,Appanoose,7,10,8,8.9,29.9,35352,14%,1859,12887,"12,887",5,9,8,11.6,35.4,41018,12%,1609,12887,"12,649"
IA,Audubon,2,3,0,10.4,33.2,45563,4%,254,6119,"6,119",1,3,1,11.7,31.2,50948,8%,462,6119,"5,785"
IA,Benton,30,79,137,7.3,28,52417,20%,43591,221339,"221,339",30,86,160,9.6,30.1,60294,16%,34547,221339,"243,991"
IA,Boone,4,18,25,11.7,29.1,35532,30%,11075,36903,"36,903",4,24,23,12.4,33.9,40909,23%,8412,36903,"37,206"
IA,Bremer,5,11,10,8.4,27.4,55606,8%,1848,24276,"24,276",5,12,13,9.4,32.4,65295,9%,2218,24276,"24,673"
IA,Buchanan,4,13,7,9.1,29.4,50026,13%,2754,20958,"20,958",3,13,7,9.5,35.2,55848,20%,4141,20958,"21,120"
IA,Butler,3,24,17,16.6,40.8,29500,6%,1308,20947,"20,947",3,21,17,17.7,36.3,33868,6%,1304,20947,"20,283"
IA,Calhoun,25,88,95,14.2,33.6,37916,26%,30901,118572,"118,572",27,74,103,14.9,32.2,42091,23%,27786,118572,"115,837"
IA,Carroll,5,15,19,10.7,26.3,33789,9%,2359,27446,"27,446",5,17,15,13,35.8,37587,7%,1943,27446,"27,742"
IA,Cass,5,10,7,9.2,29.5,43183,11%,1468,13642,"13,642",5,11,8,10.6,28,46647,11%,1528,13642,"13,091"
IA,Cedar,5,14,11,8.5,32.9,55413,11%,1953,18499,"18,499",3,12,9,10.6,32.4,60120,20%,3725,18499,"18,388"
IA,Cherokee,4,14,16,13.2,30.6,34410,0%,79,25989,"25,989",5,18,15,13.3,33.6,39144,0%,104,25989,"25,944"
IA,Chickasaw,5,9,3,8.9,31.4,45083,15%,1835,12439,"12,439",2,9,5,10.4,32.7,57559,15%,1876,12439,"12,200"
IA,Clarke,6,18,23,14.7,35.4,33739,20%,5061,25833,"25,833",5,13,26,16.3,38.2,37317,22%,5713,25833,"24,862"
IA,Clay,3,8,4,14.8,34.3,33035,5%,743,13932,"13,932",3,7,4,14.6,37.3,38908,5%,643,13932,"13,503"
IA,Clayton,40,152,165,11.4,35.1,36595,40%,102802,259424,"259,424",54,159,189,11.6,38,41731,38%,99212,259424,"267,576"
IA,Clinton,11,24,21,8.7,28.4,52650,11%,4187,37762,"37,762",9,23,18,8.7,29.5,64030,15%,5729,37762,"37,801"
IA,Crawford,8,27,28,8.9,33.3,39672,21%,13071,61948,"61,948",8,26,28,11.4,35.1,46545,17%,10484,61948,"61,840"
IA,Dallas,9,39,20,16,41.4,26195,18%,7786,43820,"43,820",8,31,19,19,40.8,29682,17%,7640,43820,"41,532"
IA,Davis,1,5,2,8.7,30.8,40145,13%,1162,8753,"8,753",2,7,4,10.6,32.7,49851,11%,956,8753,"8,745"
IA,Decatur,7,35,18,13.4,33.8,33288,16%,4326,27842,"27,842",6,28,21,12.1,30,37661,13%,3707,27842,"27,269"
IA,Delaware,13,56,74,10.1,32.7,36362,24%,28539,117671,"117,671",13,40,77,12.5,31.5,40633,26%,30038,117671,"116,612"
IA,Dickinson,5,13,16,8.9,26.8,49295,21%,3427,16667,"16,667",3,14,18,9.6,33.4,56869,20%,3317,16667,"16,937"
IA,Dubuque,12,49,74,8,26.9,49493,19%,18161,93653,"93,653",16,48,72,9.6,28.5,57862,20%,18352,93653,"96,582"
IA,Emmet,3,5,5,8.9,31.3,41519,28%,2856,10302,"10,302",5,4,6,10.7,33.2,46092,28%,2856,10302,"9,841"
IA,Fayette,5,7,12,14.1,36.5,32643,3%,438,17241,"17,241",5,8,9,15.1,33.7,37085,2%,407,17241,"16,821"
IA,Floyd,14,72,70,10,28.9,38289,23%,22006,96317,"96,317",19,76,75,13.6,31,41130,20%,19666,96317,"96,061"
IA,Franklin,6,23,22,14.6,31.2,33649,10%,3074,31704,"31,704",8,16,18,13.9,33.2,38535,12%,3663,31704,"31,540"
IA,Fremont,6,17,16,7.7,22.2,40543,32%,14902,46824,"46,824",6,16,15,8.1,22.8,41967,35%,16168,46824,"46,427"
IA,Greene,5,8,1,18.8,47.6,27117,36%,3287,9045,"9,045",2,12,1,21,46.3,25398,33%,2963,9045,"8,525"
IA,Grundy,6,20,31,7.7,31.7,60130,18%,9126,50063,"50,063",5,18,38,8.6,30.4,71928,19%,9307,50063,"50,409"
IA,Guthrie,3,10,7,8.5,30.4,48064,11%,1229,10954,"10,954",4,9,5,9.4,35.9,54719,11%,1235,10954,"10,710"
IA,Hamilton,5,15,8,13.7,38.4,31820,22%,3269,14799,"14,799",2,17,7,13,33.2,33497,22%,3266,14799,"14,068"
IA,Hancock,1,9,5,15.7,37.1,23887,24%,2303,9429,"9,429",2,8,7,15.8,31.2,28328,23%,2162,9429,"8,542"
IA,Hardin,1,2,1,9.8,30.3,34228,24%,1025,4320,"4,320",1,4,0,13,30.6,39128,17%,715,4320,"4,217"
IA,Harrison,4,13,19,10.6,30.1,48775,5%,2153,39364,"39,364",3,13,19,12.8,36,53719,5%,1865,39364,"39,255"
IA,Henry,4,13,10,14.8,33.7,37851,2%,386,17302,"17,302",3,15,10,18.7,35.8,42501,5%,805,17302,"17,156"
IA,Howard,5,11,8,12.8,34.6,32543,15%,2028,13789,"13,789",1,11,9,13.4,35.7,33199,41%,5677,13789,"13,488"
IA,Humboldt,43,54,85,8.6,26.2,38254,16%,21978,134623,"134,623",45,43,92,8.8,25.5,40739,16%,21099,134623,"134,665"
IA,Ida,2,6,3,8.6,27.3,47035,1%,75,7089,"7,089",3,5,2,10.1,28.2,53804,1%,75,7089,"6,994"
IA,Iowa,4,12,9,8.4,28.9,52592,13%,2054,16355,"16,355",6,13,7,8.7,30.7,63185,16%,2591,16355,"16,378"
IA,Jackson,15,34,30,13.6,30.5,36158,9%,4855,53227,"53,227",11,47,29,14.9,32,40201,8%,4219,53227,"52,580"
IA,Jasper,2,8,4,11.6,29.2,43443,7%,916,13900,"13,900",3,5,3,12.6,29.3,46398,23%,3165,13900,"13,469"
IA,Jefferson,108,433,578,12.4,32,41740,32%,209261,658466,"658,466",108,459,642,13,33.2,48415,31%,205658,658466,"659,733"
IA,Johnson,1,13,17,10.6,35.4,32326,9%,2319,25540,"25,540",2,11,11,12.5,36.4,35877,6%,1503,25540,"25,998"
IA,Jones,1,10,6,11.4,29.6,52215,7%,1942,28669,"28,669",2,13,7,12.4,33.5,52777,7%,2131,28669,"28,811"
IA,Keokuk,4,10,3,8.2,33.6,42999,25%,2671,10511,"10,511",3,6,4,11,29.9,50054,25%,2671,10511,"10,220"
IA,Kossuth,7,11,9,8.9,28.8,47930,46%,7179,15543,"15,543",7,9,10,11,32.7,52433,53%,8277,15543,"15,204"
IA,Lee,13,74,108,10.2,30,40102,31%,43795,140247,"140,247",17,76,128,9.5,29,46442,26%,36836,140247,"154,277"
IA,Linn,26,75,158,8.1,28.2,54806,26%,54382,211226,"211,226",28,86,160,10.3,31,58142,25%,52423,211226,"217,596"
IA,Louisa,4,6,5,8,34,50301,1%,137,11387,"11,387",3,6,3,9.8,37.4,53197,1%,130,11387,"11,222"
IA,Lucas,1,6,3,8.2,31.3,39207,22%,1928,8898,"8,898",1,6,3,11.6,33.8,46933,22%,1928,8898,"8,685"
IA,Lyon,7,10,4,7.9,26.6,51491,16%,1865,11581,"11,581",5,9,5,9.3,31.9,64057,11%,1299,11581,"11,690"
IA,Madison,35,211,300,11.8,31.4,54633,33%,110052,334811,"334,811",44,213,330,11.5,32.3,59117,26%,88544,334811,"350,121"
IA,Mahaska,3,13,10,8.4,28.1,45211,23%,5137,22381,"22,381",3,13,9,10.1,31.9,50335,23%,5136,22381,"22,326"
IA,Marion,5,18,26,12.3,32.7,32080,2%,538,30776,"30,776",3,24,17,18.7,35.5,34977,6%,1929,30776,"30,250"
IA,Marshall,19,65,70,12,29.1,38859,14%,12814,93019,"93,019",21,71,71,12.8,33.2,40599,11%,10485,93019,"94,320"
IA,Mills,3,8,3,7.7,26,57359,9%,1304,15059,"15,059",4,8,2,10.9,34.7,62507,10%,1565,15059,"14,708"
IA,Mitchell,8,21,11,12.1,34.3,31094,20%,4795,23498,"23,498",8,25,15,14.4,33.6,34139,13%,2992,23498,"22,774"
IA,Monona,2,8,6,9.6,27.1,43052,15%,1399,9243,"9,243",2,8,5,11.8,32.8,43991,15%,1399,9243,"8,965"
IA,Monroe,7,15,10,13.8,35.5,31744,31%,7149,23068,"23,068",6,15,9,17.8,35.3,35163,25%,5712,23068,"21,902"
IA,Montgomery,33,131,169,13.9,34.1,41556,28%,64260,229363,"229,363",37,141,210,13.5,34.8,42666,29%,66181,229363,"227,193"
IA,Muscatine,12,21,29,7.3,31.9,47583,24%,10213,42745,"42,745",9,24,34,9.2,34.2,53401,20%,8657,42745,"42,961"
IA,O'Brien,7,13,13,9.7,30,44209,22%,3105,14398,"14,398",7,11,10,9.6,31.6,53907,28%,4080,14398,"14,062"
IA,Osceola,58,104,160,9.6,29.3,42165,20%,53070,268685,"268,685",51,115,185,12,29.1,45127,21%,57552,268685,"311,445"
IA,Page,4,9,9,10.5,32.4,40960,29%,4587,15932,"15,932",4,7,8,12,35.3,46870,24%,3800,15932,"15,544"
IA,Plymouth,5,9,15,8.7,30.5,61292,4%,1028,24986,"24,986",5,8,12,9.8,32.2,61929,3%,748,24986,"24,913"
IA,Pocahontas,4,6,2,10.7,29.5,44225,25%,1802,7310,"7,310",4,6,3,11.9,31.9,47872,18%,1326,7310,"7,123"
IA,Polk,6,13,12,11.3,37.6,29938,37%,7612,20662,"20,662",4,12,8,13.9,36.7,34723,38%,7940,20662,"20,252"
IA,Pottawattamie,13,49,61,8,30.1,47870,38%,35079,93158,"93,158",12,49,70,11.5,36,52927,34%,32133,93158,"93,174"
IA,Poweshiek,5,15,13,9,30.5,48929,19%,3582,18914,"18,914",5,13,9,10.5,32.1,52861,19%,3582,18914,"18,667"
IA,Ringgold,2,6,2,9.2,29.4,36810,12%,593,5131,"5,131",2,5,3,11.4,34.9,45870,11%,560,5131,"5,031"
IA,Sac,5,10,3,9.5,29,42888,20%,2045,10350,"10,350",5,7,2,10.4,33,52506,36%,3736,10350,"10,060"
IA,Scott,2,5,2,10.8,31.7,29633,18%,2004,11233,"11,233",2,4,4,11.4,32.5,36028,17%,1943,11233,"10,659"
IA,Shelby,26,100,128,8.2,28,67135,27%,52014,195085,"195,085",26,98,141,8.7,30.1,70879,24%,47122,195085,"205,990"
IA,Sioux,9,21,25,6.5,26.3,53705,4%,1397,33704,"33,704",8,18,23,8.9,29,62875,4%,1431,33704,"34,622"
IA,Story,10,32,62,5.8,25.8,49192,18%,16125,89542,"89,542",12,32,66,6.7,27.1,51706,20%,17893,89542,"95,366"
IA,Tama,4,13,8,9.6,25.7,48833,18%,3204,17767,"17,767",5,12,6,9.9,31.3,59226,17%,3033,17767,"17,405"
IA,Taylor,2,27,8,11.7,35.4,35343,24%,5340,22570,"22,570",3,21,10,15.4,38.9,39116,29%,6514,22570,"22,619"
IA,Union,10,42,24,11.6,30.8,36934,22%,9035,41639,"41,639",6,35,27,13.5,39.4,42195,26%,10944,41639,"40,158"
IA,Wapello,7,22,30,10.1,29.2,38569,28%,9882,35625,"35,625",6,23,23,12.8,35.6,44738,44%,15751,35625,"35,244"
IA,Warren,1,6,1,14.7,35.1,29764,1%,86,5834,"5,834",1,5,1,15.8,32,32350,2%,122,5834,"5,500"
IA,Washington,3,10,4,12.9,36.2,37639,10%,1708,17581,"17,581",2,9,3,17.8,40.2,42658,8%,1479,17581,"16,891"
IA,Wayne,4,24,26,10,32.3,36562,28%,8513,30099,"30,099",2,25,21,13.1,31.8,41466,29%,8633,30099,"29,972"
IA,Webster,1,0,0,13.7,32,31216,2%,56,2799,"2,799",1,1,0,14.6,32.1,35770,2%,50,2799,"2,630"
IA,Winnebago,55,112,202,9.9,28.8,44336,25%,72887,295266,"295,266",55,121,202,11.7,33.9,50024,26%,76322,295266,"288,639"
IA,Winneshiek,5,11,6,8.4,24.7,51248,14%,2877,21056,"21,056",5,10,8,7.9,25.4,59096,12%,2591,21056,"20,728"
IA,Woodbury,20,49,92,9,30.7,42672,32%,32231,102172,"102,172",19,49,95,10.1,34.3,50774,26%,26351,102172,"102,314"
IA,Worth,3,13,7,11.5,29.7,37436,11%,2450,21679,"21,679",2,16,7,13.9,36.7,39560,8%,1700,21679,"21,025"
IA,Wright,5,13,7,9.1,29.8,44456,7%,887,13229,"13,229",4,10,8,10.7,34.4,49882,7%,890,13229,"12,883"
KS,Allen,45,112,216,10.3,33.1,47014,33%,117581,355329,"355,329",50,125,240,10.3,30.1,50017,30%,107884,355329,"365,361"
KS,Anderson,3,6,3,9.1,31.9,41054,22%,1808,8102,"8,102",3,3,4,9.8,33.3,47267,22%,1808,8102,"7,880"
KS,Atchison,4,8,10,8.8,33.2,41659,21%,3503,16924,"16,924",3,8,12,8.7,33.1,46110,16%,2711,16924,"16,509"
KS,Barber,5,5,3,11.4,34.5,42565,11%,556,4861,"4,861",3,5,4,9.1,36.7,54176,11%,545,4861,"4,878"
KS,Barton,4,10,14,11.1,34.3,43675,23%,6373,27674,"27,674",4,9,19,9.5,35.4,50558,23%,6372,27674,"27,262"
KS,Bourbon,2,6,12,9.2,34.6,37192,21%,3179,15173,"15,173",2,6,9,13,33.9,39609,21%,3155,15173,"14,774"
KS,Brown,2,4,2,7.9,29.6,43640,28%,1910,6937,"6,937",2,3,3,8.2,27.6,53516,24%,1663,6937,"6,838"
KS,Butler,3,24,17,16.6,40.8,29500,6%,1308,20947,"20,947",3,21,17,17.7,36.3,33868,6%,1304,20947,"20,283"
KS,Chase,1,2,0,10.1,31.6,39683,94%,2615,2790,"2,790",1,1,0,11.9,28.3,48911,94%,2615,2790,"2,673"
KS,Chautauqua,1,3,1,10.3,29,34772,30%,1100,3669,"3,669",1,4,0,12.6,34.1,42324,37%,1344,3669,"3,473"
KS,Cherokee,4,14,16,13.2,30.6,34410,0%,79,25989,"25,989",5,18,15,13.3,33.6,39144,0%,104,25989,"25,944"
KS,Cheyenne,2,2,0,6.8,21.3,44464,34%,622,1836,"1,836",2,2,0,6.5,23.7,50620,34%,622,1836,"1,841"
KS,Clark,5,10,20,11.1,33.8,33433,9%,2102,22995,"22,995",2,11,19,11.6,34.3,37856,41%,9423,22995,"22,663"
KS,Clay,3,8,4,14.8,34.3,33035,5%,743,13932,"13,932",3,7,4,14.6,37.3,38908,5%,643,13932,"13,503"
KS,Cloud,2,6,6,12.1,30.9,37539,34%,3220,9533,"9,533",2,5,5,12.6,29.9,42730,34%,3220,9533,"9,348"
KS,Coffey,3,7,7,11.2,35.1,49727,54%,4620,8601,"8,601",2,6,6,9.9,30.5,57160,39%,3341,8601,"8,440"
KS,Comanche,2,1,0,10.3,28.9,38207,18%,337,1891,"1,891",2,4,1,11.1,33.6,43809,18%,337,1891,"1,945"
KS,Cowley,4,16,17,9.6,33,39155,16%,5906,36311,"36,311",5,14,16,11.2,36,47851,31%,11421,36311,"35,911"
KS,Crawford,8,27,28,8.9,33.3,39672,21%,13071,61948,"61,948",8,26,28,11.4,35.1,46545,17%,10484,61948,"61,840"
KS,Decatur,7,35,18,13.4,33.8,33288,16%,4326,27842,"27,842",6,28,21,12.1,30,37661,13%,3707,27842,"27,269"
KS,Dickinson,5,13,16,8.9,26.8,49295,21%,3427,16667,"16,667",3,14,18,9.6,33.4,56869,20%,3317,16667,"16,937"
KS,Doniphan,6,4,1,9.8,35.3,45202,61%,4874,7945,"7,945",2,5,1,9.7,32.1,47000,62%,4887,7945,"7,833"
KS,Douglas,23,53,178,4.1,16.1,97806,19%,52932,285465,"285,465",26,57,204,5.3,17,109926,19%,54681,285465,"314,981"
