State,County Name,GROC09,CONVS09,FFR09,PCT_DIABETES_ADULTS09,PCT_OBESE_ADULTS09,MEDHHINC09,LACCESS_POP09,LACCESS_POP09,POPULATOIN 09,POP 09,GROC14,CONVS14,FFR14,PCT_DIABETES_ADULTS14,PCT_OBESE_ADULTS14,MEDHHINC14,PCT_LACCESS_POP14,LACCESS_POP14,POPULATION 14,POP 14
MT,Cascade,13,26,72,8.6,25.5,41827,24%,19813,81327,"81,327",12,29,69,9.1,28.2,45597,25%,20700,81327,"82,236"
MT,Chouteau,3,1,2,10.1,29.2,38434,71%,4150,5813,"5,813",2,3,1,8.1,26.2,40280,71%,4151,5813,"5,884"
MT,Custer,1,1,2,7.4,20.8,42951,25%,1053,4255,"4,255",2,2,1,6.8,20.5,43995,26%,1101,4255,"4,344"
MT,Daniels,2,1,2,9.1,23,39453,100%,1751,1751,"1,751",2,1,2,9,25.5,43918,27%,469,1751,"1,808"
MT,Dawson,4,13,19,10,26.8,51127,0%,0,#DIV/0!,"22,330",3,13,17,10.5,27.7,60195,1%,121,22330,"22,891"
MT,Fallon,1,3,2,7.9,25.2,48347,22%,648,2890,"2,890",1,2,3,7.6,27.7,59928,22%,648,2890,"3,109"
MT,Fergus,10,5,7,7.8,23.9,37669,29%,3412,11586,"11,586",7,3,7,9.2,26,43823,29%,3412,11586,"11,385"
MT,Flathead,14,43,75,6.4,21.8,42278,12%,10737,90928,"90,928",16,36,68,7.1,23.1,48063,10%,9467,90928,"94,728"
MT,Gallatin,0,3,1,9.4,28.4,37287,87%,4856,5589,"5,589",0,5,0,10.8,28.4,40817,75%,4205,5589,"5,308"
MT,Garfield,8,28,44,5.1,17.5,60456,20%,11041,56389,"56,389",11,27,46,4.7,20,64487,15%,8633,56389,"57,195"
MT,Glacier,5,6,7,12,31,32460,25%,3349,13399,"13,399",4,6,9,13.5,34.2,31666,23%,3099,13399,"13,698"
MT,Granite,2,3,4,7.7,23,36448,64%,1958,3079,"3,079",3,1,3,9.1,29,43470,22%,675,3079,"3,213"
MT,Hill,1,9,15,7.7,32.4,39678,47%,7498,16096,"16,096",2,10,14,11.1,33.4,44178,47%,7507,16096,"16,558"
MT,Jefferson,108,433,578,12.4,32,41740,32%,209261,658466,"658,466",108,459,642,13,33.2,48415,31%,205658,658466,"659,733"
MT,Lake,24,25,29,9.5,26.8,35914,18%,11383,64665,"64,665",22,33,33,10.1,26.2,37993,19%,12117,64665,"64,099"
MT,Liberty,1,8,1,10.8,36,37815,26%,2171,8365,"8,365",3,5,0,13.4,39.6,39623,26%,2163,8365,"8,345"
MT,Lincoln,1,6,2,10.5,36.2,35070,34%,4853,14134,"14,134",1,5,5,12.3,37.5,40216,33%,4694,14134,"13,967"
MT,McCone,1,1,3,7.9,26.3,39062,92%,1597,1734,"1,734",1,1,2,9.4,23.8,44387,41%,714,1734,"1,703"
MT,Madison,35,211,300,11.8,31.4,54633,33%,110052,334811,"334,811",44,213,330,11.5,32.3,59117,26%,88544,334811,"350,121"
MT,Meagher,2,1,3,8.6,25.3,29026,100%,1891,1891,"1,891",2,1,1,8.9,23.9,41391,100%,1891,1891,"1,857"
MT,Mineral,1,0,0,6.9,19,45645,96%,682,712,712,1,2,1,6.8,18.1,50481,13%,91,712,693
MT,Missoula,21,41,79,5.1,20.5,44084,27%,30018,109299,"109,299",21,36,84,5.2,22.2,44998,22%,24203,109299,"112,595"
MT,Musselshell,2,3,2,8.6,21.9,36188,32%,1447,4538,"4,538",2,2,0,9.6,27.5,41791,32%,1447,4538,"4,602"
MT,Park,4,6,8,5.6,18.6,66400,59%,9484,16206,"16,206",4,6,5,6.7,20.5,63319,54%,8729,16206,"16,296"
MT,Petroleum,1,0,0,8.3,23.8,29656,100%,494,494,494,1,0,0,9.5,24.6,42919,100%,494,494,487
MT,Phillips,9,9,12,15.2,39.3,26933,37%,8042,21757,"21,757",7,11,7,16.7,45.5,28224,50%,10961,21757,"19,938"
MT,Pondera,2,5,3,8.7,28.8,35091,45%,2790,6153,"6,153",2,3,2,10.4,29.4,41168,45%,2790,6153,"6,181"
MT,Powell,3,14,10,14.4,34.9,32041,2%,244,12613,"12,613",4,11,12,13.4,36.3,34510,3%,387,12613,"12,382"
MT,Prairie,3,9,5,11.4,31.9,36898,6%,535,8715,"8,715",2,7,1,14.3,36.3,39518,37%,3227,8715,"8,314"
MT,Ravalli,12,18,23,6.7,21.2,39409,5%,1846,40212,"40,212",12,14,17,8.9,23.3,48468,5%,1830,40212,"40,905"
MT,Richland,3,4,14,9.9,29.9,40893,5%,803,16233,"16,233",3,6,16,11,28.8,43332,6%,939,16233,"16,107"
MT,Roosevelt,5,8,4,13.1,34.8,35141,58%,6021,10425,"10,425",5,6,5,12.8,36.9,39147,58%,6021,10425,"11,334"
MT,Rosebud,5,4,4,10.2,35.2,44683,24%,2228,9233,"9,233",6,3,5,11.7,35.6,51732,24%,2228,9233,"9,347"
MT,Sanders,7,8,7,9.5,23.5,30710,42%,4777,11413,"11,413",11,8,7,11.1,26.8,36564,42%,4809,11413,"11,319"
MT,Sheridan,1,3,1,10.4,29.8,46699,99%,2521,2556,"2,556",2,3,1,11.8,31.5,51221,32%,820,2556,"2,535"
MT,Stillwater,3,6,2,7.7,27,51830,16%,1446,9117,"9,117",4,5,3,7.8,21.8,60052,16%,1458,9117,"9,298"
MT,Teton,1,5,7,6.5,24.9,52272,9%,906,10170,"10,170",2,4,5,6,24.1,58013,9%,906,10170,"10,300"
MT,Toole,3,0,2,8.5,28.7,44175,38%,2002,5324,"5,324",2,1,2,8.6,26.5,43879,38%,2002,5324,"5,130"
MT,Treasure,0,0,0,8.2,24.5,39931,100%,718,718,718,0,0,0,9.9,25.6,49679,100%,718,718,693
MT,Valley,5,12,7,8.1,27.5,45248,18%,1780,9862,"9,862",5,8,8,8.4,24.1,51774,19%,1836,9862,"9,808"
MT,Wheatland,2,1,1,8.6,25.5,29187,100%,2168,2168,"2,168",2,1,0,9.8,25.3,35665,100%,2168,2168,"2,094"
MT,Wibaux,1,2,1,9,26.2,37508,52%,534,1017,"1,017",1,2,1,9.2,26.6,49533,100%,1017,1017,"1,121"
MT,Yellowstone,19,71,116,8,27.8,48059,27%,39295,147972,"147,972",18,50,116,8.4,25.1,57326,26%,37947,147972,"155,469"
NE,Adams,49,114,270,6.3,24.8,52785,15%,65746,441603,"441,603",66,122,316,7.2,26.3,62991,15%,66896,441603,"480,446"
NE,Antelope,5,7,3,10.5,28.9,40652,41%,2760,6685,"6,685",5,6,4,10.6,27.6,48546,20%,1350,6685,"6,401"
NE,Arthur,1,0,0,9.3,27.2,34804,100%,460,460,460,1,0,0,8.3,29.7,50753,100%,460,460,454
NE,Banner,0,0,0,8.8,31.2,37151,100%,690,690,690,0,0,0,13.1,33.5,54115,99%,680,690,751
NE,Blaine,5,8,19,5.6,17.5,59191,29%,6105,21376,"21,376",4,12,23,6.6,19.2,65272,28%,6075,21376,"21,410"
NE,Boone,4,18,25,11.7,29.1,35532,30%,11075,36903,"36,903",4,24,23,12.4,33.9,40909,23%,8412,36903,"37,206"
NE,Boyd,9,35,49,14.5,35.8,38029,26%,13022,49542,"49,542",7,35,61,15.7,38.5,43406,22%,10684,49542,"48,795"
NE,Brown,2,4,2,7.9,29.6,43640,28%,1910,6937,"6,937",2,3,3,8.2,27.6,53516,24%,1663,6937,"6,838"
NE,Buffalo,7,29,40,7,29.7,45307,32%,14620,46102,"46,102",10,27,42,6.7,30.1,55813,20%,9059,46102,"48,238"
NE,Burt,2,4,2,10.7,30.7,44360,44%,3022,6858,"6,858",2,5,2,10.3,31,49792,1%,46,6858,"6,575"
NE,Butler,3,24,17,16.6,40.8,29500,6%,1308,20947,"20,947",3,21,17,17.7,36.3,33868,6%,1304,20947,"20,283"
NE,Cass,5,10,7,9.2,29.5,43183,11%,1468,13642,"13,642",5,11,8,10.6,28,46647,11%,1528,13642,"13,091"
NE,Cedar,5,14,11,8.5,32.9,55413,11%,1953,18499,"18,499",3,12,9,10.6,32.4,60120,20%,3725,18499,"18,388"
NE,Chase,1,2,0,10.1,31.6,39683,94%,2615,2790,"2,790",1,1,0,11.9,28.3,48911,94%,2615,2790,"2,673"
NE,Cherry,3,7,4,8.1,27.4,38977,39%,2236,5713,"5,713",3,6,5,8.3,26.2,54564,41%,2361,5713,"5,741"
NE,Cheyenne,2,2,0,6.8,21.3,44464,34%,622,1836,"1,836",2,2,0,6.5,23.7,50620,34%,622,1836,"1,841"
NE,Clay,3,8,4,14.8,34.3,33035,5%,743,13932,"13,932",3,7,4,14.6,37.3,38908,5%,643,13932,"13,503"
NE,Colfax,5,4,3,8.7,32.9,45039,27%,2824,10515,"10,515",6,5,4,8.5,31.5,50744,27%,2824,10515,"10,557"
NE,Cuming,4,9,7,8.6,29.3,45234,33%,3005,9139,"9,139",3,6,6,8.8,29.7,56995,5%,412,9139,"9,021"
NE,Custer,1,1,2,7.4,20.8,42951,25%,1053,4255,"4,255",2,2,1,6.8,20.5,43995,26%,1101,4255,"4,344"
NE,Dakota,41,122,250,6.1,26.4,69688,37%,147686,398552,"398,552",50,108,268,6.9,26.6,77576,33%,131296,398552,"411,979"
NE,Dawes,2,7,6,7.6,28.3,36333,23%,2109,9182,"9,182",3,4,8,9.5,27.3,44135,23%,2125,9182,"9,092"
NE,Dawson,4,13,19,10,26.8,51127,0%,0,#DIV/0!,"22,330",3,13,17,10.5,27.7,60195,1%,121,22330,"22,891"
NE,Deuel,1,3,0,8.9,27.6,40325,27%,521,1941,"1,941",2,2,1,9.7,30.1,47641,27%,521,1941,"1,935"
NE,Dixon,2,2,1,8.7,33.3,43505,42%,2498,6000,"6,000",2,3,0,10.2,31.5,52152,34%,2036,6000,"5,767"
NE,Dodge,9,15,12,13.4,35.9,33731,2%,440,21796,"21,796",7,18,13,13.5,28.5,34611,3%,596,21796,"20,969"
NE,Douglas,23,53,178,4.1,16.1,97806,19%,52932,285465,"285,465",26,57,204,5.3,17,109926,19%,54681,285465,"314,981"
NE,Dundy,1,0,1,10.8,30.1,37071,33%,668,2008,"2,008",0,0,1,10.8,35.3,45745,33%,668,2008,"1,884"
NE,Fillmore,7,10,11,8.3,28.7,45476,3%,538,20866,"20,866",4,12,7,8.5,25.1,52170,2%,456,20866,"20,835"
NE,Franklin,6,23,22,14.6,31.2,33649,10%,3074,31704,"31,704",8,16,18,13.9,33.2,38535,12%,3663,31704,"31,540"
NE,Frontier,4,1,0,9,33.2,40359,100%,2756,2756,"2,756",4,1,0,9.7,35.5,50700,97%,2674,2756,"2,710"
NE,Furnas,4,5,2,11,33.1,39234,47%,2341,4959,"4,959",4,3,2,12.8,33.9,40032,22%,1081,4959,"4,870"
NE,Gage,4,12,12,10,32.7,45169,29%,6518,22311,"22,311",5,10,15,10.9,34.1,50746,30%,6734,22311,"21,666"
NE,Garden,1,2,1,11.5,27.7,32677,100%,2054,2057,"2,057",2,2,0,9.9,32.6,42186,100%,2054,2057,"1,913"
NE,Garfield,8,28,44,5.1,17.5,60456,20%,11041,56389,"56,389",11,27,46,4.7,20,64487,15%,8633,56389,"57,195"
NE,Gosper,2,1,0,10.4,28.5,49286,64%,1298,2044,"2,044",1,2,1,9.9,34.4,56882,64%,1313,2044,"1,952"
NE,Grant,3,8,9,10.1,35.8,45347,12%,2120,17853,"17,853",2,11,6,11.1,38.3,47652,12%,2119,17853,"18,059"
NE,Greeley,1,0,1,10.8,33.8,47625,100%,1247,1247,"1,247",1,1,0,10.7,32.6,44667,100%,1247,1247,"1,302"
NE,Hall,34,108,99,10.3,28.1,47238,29%,51370,179684,"179,684",34,104,111,10.9,25.7,54578,27%,48467,179684,"190,215"
NE,Hamilton,5,15,8,13.7,38.4,31820,22%,3269,14799,"14,799",2,17,7,13,33.2,33497,22%,3266,14799,"14,068"
NE,Harlan,9,12,16,15.3,32.5,28503,17%,5086,29278,"29,278",9,20,18,16.9,36.5,27425,20%,5720,29278,"28,098"
NE,Hayes,1,0,1,7.8,28.8,40125,100%,967,967,967,1,0,0,9.9,33.2,50516,100%,967,967,928
NE,Hitchcock,2,3,0,10.2,32.4,36329,87%,2540,2908,"2,908",2,3,0,11.3,35.9,43054,95%,2763,2908,"2,878"
NE,Holt,2,7,5,11.2,30.5,39141,100%,4888,4912,"4,912",2,7,3,11.5,32.5,42845,100%,4888,4912,"4,518"
NE,Hooker,1,0,1,10.1,32.6,34687,100%,736,736,736,1,1,1,10.5,26.6,42989,16%,117,736,727
NE,Howard,5,11,8,12.8,34.6,32543,15%,2028,13789,"13,789",1,11,9,13.4,35.7,33199,41%,5677,13789,"13,488"
NE,Jefferson,108,433,578,12.4,32,41740,32%,209261,658466,"658,466",108,459,642,13,33.2,48415,31%,205658,658466,"659,733"
NE,Johnson,1,13,17,10.6,35.4,32326,9%,2319,25540,"25,540",2,11,11,12.5,36.4,35877,6%,1503,25540,"25,998"
NE,Kearney,3,2,3,7.3,27.2,53293,11%,735,6489,"6,489",3,2,3,8.4,31.1,50645,11%,735,6489,"6,591"
NE,Keith,3,10,9,9,28.4,41493,22%,1843,8368,"8,368",3,14,8,9.1,27.5,46888,22%,1837,8368,"8,105"
NE,Kimball,1,3,2,10,28.4,40455,8%,287,3821,"3,821",1,3,2,10.5,31.4,45769,8%,287,3821,"3,709"
NE,Knox,9,17,37,9.5,32.8,39409,14%,7394,52919,"52,919",10,16,39,9.8,26.2,43796,18%,9510,52919,"51,953"
NE,Lancaster,38,101,245,7.1,27.5,50197,13%,38274,285407,"285,407",50,96,281,7.6,26,54422,10%,29063,285407,"302,097"
NE,Lincoln,1,6,2,10.5,36.2,35070,34%,4853,14134,"14,134",1,5,5,12.3,37.5,40216,33%,4694,14134,"13,967"
NE,Logan,3,14,12,11.8,28.8,36015,14%,3074,22353,"22,353",2,19,13,13.8,37.5,37924,9%,2070,22353,"21,959"
NE,Loup,0,1,0,9.6,29.5,34805,80%,506,632,632,0,1,0,11.1,30.7,52862,80%,506,632,584
NE,McPherson,6,11,13,10,31.1,54881,29%,8539,29180,"29,180",6,10,18,9.5,29.2,61356,26%,7490,29180,"29,134"
NE,Madison,35,211,300,11.8,31.4,54633,33%,110052,334811,"334,811",44,213,330,11.5,32.3,59117,26%,88544,334811,"350,121"
NE,Merrick,2,7,6,9.6,34.6,43244,39%,3076,7845,"7,845",2,7,4,11.1,32.6,51219,38%,2948,7845,"7,761"
NE,Morrill,3,3,7,12.2,28.4,40465,50%,2539,5042,"5,042",3,3,7,9.2,30.2,49082,51%,2558,5042,"4,845"
NE,Nance,2,4,1,10.4,28.3,41950,93%,3488,3735,"3,735",2,4,2,11.4,29.8,46958,37%,1398,3735,"3,558"
NE,Nemaha,8,4,2,11.2,28.1,44056,15%,1537,10178,"10,178",5,5,3,8.9,30.4,54486,14%,1415,10178,"10,162"
NE,Nuckolls,2,3,0,9.2,30.1,36985,36%,1629,4500,"4,500",2,3,2,9.4,33.5,41956,36%,1621,4500,"4,356"
NE,Otoe,4,12,9,9.4,32.6,48980,14%,2137,15740,"15,740",4,11,8,11.5,33.9,53015,14%,2143,15740,"15,870"
NE,Pawnee,2,2,4,10,34.1,42658,17%,1180,6973,"6,973",1,2,3,12.8,30.3,47359,17%,1180,6973,"6,849"
NE,Perkins,1,3,0,8.8,26.8,45820,99%,2948,2970,"2,970",1,3,0,8.6,24.5,58066,30%,877,2970,"2,885"
NE,Phelps,8,27,29,9.2,31.3,39765,14%,6252,45156,"45,156",8,24,32,11.4,27,40676,14%,6323,45156,"44,833"
NE,Pierce,4,16,10,11.7,28.9,37262,12%,2277,18758,"18,758",4,16,13,11.3,28.5,39648,12%,2206,18758,"19,005"
NE,Platte,12,21,66,9.1,28.4,67791,35%,31211,89322,"89,322",10,25,62,11.3,30.8,72548,35%,31202,89322,"94,837"
NE,Polk,6,13,12,11.3,37.6,29938,37%,7612,20662,"20,662",4,12,8,13.9,36.7,34723,38%,7940,20662,"20,252"
NE,Richardson,2,5,5,10.8,32.9,37980,27%,2289,8363,"8,363",2,4,5,9.8,36.7,44648,27%,2268,8363,"8,159"
NE,Rock,1,5,7,8.4,24.6,44751,22%,2156,9687,"9,687",1,6,6,9.5,28.4,55462,14%,1394,9687,"9,519"
NE,Saline,15,34,47,10.6,31.2,53430,22%,24019,107118,"107,118",12,32,64,11.8,32.5,56926,22%,23913,107118,"115,780"
NE,Sarpy,14,48,91,7.1,29.1,69501,30%,47845,158840,"158,840",14,51,117,8.4,30.6,73856,21%,32988,158840,"172,293"
NE,Saunders,6,13,8,8.3,29.8,55070,14%,2961,20780,"20,780",7,16,8,8.6,28.6,61025,18%,3681,20780,"20,927"
NE,Seward,2,4,14,7.2,36,43449,43%,9959,22952,"22,952",3,4,11,8.3,38.6,45807,5%,1230,22952,"23,299"
NE,Sheridan,1,3,1,10.4,29.8,46699,99%,2521,2556,"2,556",2,3,1,11.8,31.5,51221,32%,820,2556,"2,535"
NE,Sherman,0,2,7,11.8,31.9,37927,72%,4302,6010,"6,010",0,3,9,9.4,29.9,42491,72%,4302,6010,"6,064"
NE,Sioux,9,21,25,6.5,26.3,53705,4%,1397,33704,"33,704",8,18,23,8.9,29,62875,4%,1431,33704,"34,622"
NE,Stanton,1,1,1,9.8,31.2,49580,11%,236,2235,"2,235",0,1,1,11.1,31.3,55341,11%,236,2235,"2,125"
NE,Thayer,4,4,1,10.7,29,41488,25%,1315,5228,"5,228",4,6,1,10.2,30.2,48947,17%,908,5228,"5,223"
NE,Thomas,11,40,35,14,34.1,35539,27%,12043,44720,"44,720",7,41,37,14,34,40449,27%,12238,44720,"45,052"
NE,Thurston,1,3,3,13.6,36.9,36343,26%,1771,6940,"6,940",1,5,3,16.8,41.8,42290,25%,1752,6940,"6,962"
NE,Valley,5,12,7,8.1,27.5,45248,18%,1780,9862,"9,862",5,8,8,8.4,24.1,51774,19%,1836,9862,"9,808"
NE,Washington,3,10,4,12.9,36.2,37639,10%,1708,17581,"17,581",2,9,3,17.8,40.2,42658,8%,1479,17581,"16,891"
NE,Wayne,4,24,26,10,32.3,36562,28%,8513,30099,"30,099",2,25,21,13.1,31.8,41466,29%,8633,30099,"29,972"
NE,Webster,1,0,0,13.7,32,31216,2%,56,2799,"2,799",1,1,0,14.6,32.1,35770,2%,50,2799,"2,630"
NE,Wheeler,3,5,1,10.3,30.3,29834,0%,12,7421,"7,421",1,5,1,12.1,31.9,30926,5%,366,7421,"7,960"
NE,York,46,123,144,8.3,26.1,54076,17%,33631,197131,"197,131",41,107,157,9.7,27.6,61340,15%,29869,197131,"200,686"
NV,Churchill,2,10,15,8.5,28.8,48235,28%,6892,24877,"24,877",2,11,17,9.5,25.5,54134,26%,6484,24877,"24,000"
NV,Clark,5,10,20,11.1,33.8,33433,9%,2102,22995,"22,995",2,11,19,11.6,34.3,37856,41%,9423,22995,"22,663"
NV,Douglas,23,53,178,4.1,16.1,97806,19%,52932,285465,"285,465",26,57,204,5.3,17,109926,19%,54681,285465,"314,981"
NV,Elko,10,18,30,7.1,31.1,66210,23%,11097,48818,"48,818",11,19,39,8.1,30.3,76518,28%,13576,48818,"52,648"
NV,Esmeralda,1,0,0,10.1,27.7,40929,97%,761,783,783,1,0,0,10.6,25.5,49057,97%,761,783,811
NV,Eureka,2,2,1,8,27.1,58391,98%,1953,1987,"1,987",1,3,2,8.6,27.2,65459,100%,1987,1987,"1,988"
NV,Humboldt,43,54,85,8.6,26.2,38254,16%,21978,134623,"134,623",45,43,92,8.8,25.5,40739,16%,21099,134623,"134,665"
NV,Lander,2,5,1,8.4,27.2,70176,15%,887,5775,"5,775",2,8,2,7.8,30.4,76713,15%,891,5775,"5,966"
NV,Lincoln,1,6,2,10.5,36.2,35070,34%,4853,14134,"14,134",1,5,5,12.3,37.5,40216,33%,4694,14134,"13,967"
NV,Lyon,7,10,4,7.9,26.6,51491,16%,1865,11581,"11,581",5,9,5,9.3,31.9,64057,11%,1299,11581,"11,690"
NV,Mineral,1,0,0,6.9,19,45645,96%,682,712,712,1,2,1,6.8,18.1,50481,13%,91,712,693
NV,Nye,7,27,18,10.7,30.2,41054,44%,19264,43946,"43,946",7,25,27,12.5,31.5,43819,42%,18586,43946,"42,903"
NV,Pershing,1,5,3,7.3,29.3,44684,16%,1069,6753,"6,753",1,3,4,7.8,31.1,54416,15%,1036,6753,"6,677"
NV,Storey,0,1,1,8.4,23.1,57763,6%,228,4010,"4,010",0,1,0,11.1,26.9,61594,5%,220,4010,"3,898"
NV,Washoe,65,150,337,6.7,22.7,50839,20%,86358,421407,"421,407",60,149,332,7.1,21.8,56457,24%,99884,421407,"438,943"
NH,Belknap,15,41,44,9.4,26.2,53851,17%,10025,60088,"60,088",10,38,48,10.6,31.3,63377,17%,9915,60088,"60,278"
NH,Carroll,5,15,19,10.7,26.3,33789,9%,2359,27446,"27,446",5,17,15,13,35.8,37587,7%,1943,27446,"27,742"
NH,Cheshire,21,56,41,8.8,28.1,49126,14%,11095,77117,"77,117",14,46,48,9,27.4,60339,14%,10891,77117,"76,288"
NH,Coos,13,32,22,10,30.6,37708,15%,4906,33055,"33,055",10,28,24,12.3,30.5,40286,14%,4769,33055,"32,778"
NH,Grafton,32,61,65,8.1,23.8,50834,13%,11509,89118,"89,118",28,62,77,8.8,25.3,57827,13%,11522,89118,"89,465"
NH,Hillsborough,279,510,735,9.8,26.2,46043,25%,309584,1229226,"1,229,226",265,597,837,10.4,28.3,51710,24%,300321,1229226,"1,317,116"
NH,Merrimack,25,80,111,7.7,25.4,60932,21%,31080,146445,"146,445",21,80,107,9.1,29.5,68148,20%,29078,146445,"147,714"
NH,Rockingham,44,151,305,7.5,25.7,73402,40%,116710,295223,"295,223",49,146,273,9.1,26.1,87103,38%,111158,295223,"300,532"
NH,Strafford,20,74,83,8.5,29.5,52527,24%,28973,123143,"123,143",22,62,87,10.5,29.1,60931,19%,23349,123143,"126,218"
NH,Sullivan,4,9,9,9.3,31.4,42481,5%,1055,21475,"21,475",3,10,11,13,32.9,44939,5%,1042,21475,"21,013"
NJ,Atlantic,84,78,185,9.8,28.2,51457,36%,99613,274549,"274,549",87,80,208,11.3,27.6,53296,29%,80172,274549,"274,715"
NJ,Bergen,249,211,720,7.7,21.8,77059,12%,107451,905116,"905,116",257,231,762,8,21.5,88512,11%,95802,905116,"931,196"
NJ,Burlington,72,110,324,9.2,27.6,73788,38%,169305,448734,"448,734",71,128,310,9.5,28,74844,37%,167032,448734,"451,054"
NJ,Camden,6,31,38,10.8,29.4,48967,36%,18301,50513,"50,513",5,35,35,10.9,31.5,52706,44%,22129,50513,"52,012"
NJ,Cumberland,2,4,4,9.4,28.1,43448,1%,92,11048,"11,048",3,5,3,11.1,27.8,51505,0%,0,#DIV/0!,"10,894"
NJ,Essex,143,242,547,9.3,23.6,61604,32%,238892,743159,"743,159",187,275,576,10.3,25.5,68237,30%,222644,743159,"770,391"
NJ,Gloucester,49,91,184,9.9,27,70012,44%,126343,288288,"288,288",41,100,171,11.3,30.3,76780,44%,126083,288288,"291,493"
NJ,Hudson,247,154,469,7.7,23.7,53547,0%,2135,634266,"634,266",269,173,506,7.4,23.9,60053,1%,3519,634266,"669,604"
NJ,Hunterdon,22,31,89,7,20.8,97532,22%,28225,128349,"128,349",26,24,99,7,22.3,102797,21%,26419,128349,"125,762"
NJ,Mercer,2,8,5,9.2,30.9,46871,23%,3783,16434,"16,434",2,11,5,11.4,31.2,57934,18%,2968,16434,"15,964"
NJ,Middlesex,34,49,96,7.2,23.3,70805,33%,55378,165676,"165,676",34,57,106,8.4,24.1,82878,31%,52122,165676,"164,555"
NJ,Monmouth,159,166,482,8.4,21.9,80462,34%,217042,630380,"630,380",162,193,530,8.9,23.2,86722,32%,203679,630380,"627,771"
NJ,Morris,2,2,4,11.6,33.1,44417,33%,1952,5923,"5,923",1,2,5,12.3,35.1,49720,33%,1952,5923,"5,678"
NJ,Ocean,105,147,398,10.9,27.1,56924,49%,281417,576567,"576,567",104,164,411,11.2,28.1,63478,43%,248326,576567,"585,881"
NJ,Passaic,229,93,329,8.6,24.4,53363,13%,67444,501226,"501,226",245,102,331,8.3,25.7,55723,13%,66350,501226,"508,185"
NJ,Salem,15,20,38,10.4,34.2,55274,13%,8633,66083,"66,083",14,22,34,11.7,33.9,63988,15%,9644,66083,"64,522"
NJ,Somerset,13,53,27,11.5,35.1,36249,8%,4098,52228,"52,228",10,54,22,11.5,35,40165,15%,7965,52228,"51,258"
NJ,Sussex,48,90,142,11.8,29.4,48582,17%,34073,197145,"197,145",50,82,142,13.2,31,54309,14%,27649,197145,"210,728"
NJ,Union,10,42,24,11.6,30.8,36934,22%,9035,41639,"41,639",6,35,27,13.5,39.4,42195,26%,10944,41639,"40,158"
NJ,Warren,1,6,1,14.7,35.1,29764,1%,86,5834,"5,834",1,5,1,15.8,32,32350,2%,122,5834,"5,500"
NM,Bernalillo,77,197,500,6.1,19.9,47405,21%,136118,662564,"662,564",75,222,558,7.4,21.5,47870,20%,129354,662564,"674,829"
NM,Catron,3,2,1,8.9,23.7,28427,100%,3725,3725,"3,725",2,5,0,10.2,20.3,36570,100%,3725,3725,"3,538"
NM,Chaves,7,26,36,8.3,29.3,34681,27%,17658,65645,"65,645",7,33,42,9.2,29.2,39265,25%,16396,65645,"65,672"
NM,Cibola,3,12,14,11.8,32,33782,33%,9029,27213,"27,213",3,15,14,13.4,31.2,35580,37%,9981,27213,"27,303"
NM,Colfax,5,4,3,8.7,32.9,45039,27%,2824,10515,"10,515",6,5,4,8.5,31.5,50744,27%,2824,10515,"10,557"
NM,Curry,3,25,29,8.7,27,36085,35%,16741,48376,"48,376",4,22,34,7.9,30.5,41879,39%,18651,48376,"50,969"
NM,Eddy,6,30,32,10.9,30.8,43240,36%,19598,53829,"53,829",6,36,37,9.7,31.2,60407,36%,19559,53829,"56,591"
NM,Grant,3,8,9,10.1,35.8,45347,12%,2120,17853,"17,853",2,11,6,11.1,38.3,47652,12%,2119,17853,"18,059"
NM,Guadalupe,1,8,3,7,24.7,28402,38%,1800,4687,"4,687",0,7,1,8.4,27.3,31710,38%,1792,4687,"4,445"
NM,Harding,1,0,0,8.4,27.2,30941,100%,695,695,695,1,0,0,10.3,22.9,39561,95%,661,695,680
NM,Hidalgo,3,7,4,7.2,23.7,30280,31%,1511,4894,"4,894",2,3,3,9,22.9,34336,36%,1781,4894,"4,539"
NM,Lea,7,35,40,7.9,31.7,43171,15%,9740,64727,"64,727",9,35,44,8,33.8,54686,16%,10436,64727,"69,707"
NM,Lincoln,1,6,2,10.5,36.2,35070,34%,4853,14134,"14,134",1,5,5,12.3,37.5,40216,33%,4694,14134,"13,967"
NM,Luna,2,14,17,8.7,26.8,27257,29%,7278,25095,"25,095",2,16,19,10.6,24.3,27151,26%,6419,25095,"24,540"
NM,McKinley,13,53,45,12.5,36.2,29473,55%,39226,71492,"71,492",12,48,50,13.6,35.1,29040,60%,43211,71492,"74,044"
NM,Mora,2,3,1,8.1,21.4,29321,33%,1600,4881,"4,881",1,4,1,11.3,22.6,31816,25%,1200,4881,"4,571"
NM,Otero,4,13,12,7.9,25.5,34360,31%,5765,18831,"18,831",4,14,11,6.8,26.9,34970,30%,5578,18831,"18,407"
NM,Quay,2,9,8,7.8,24.1,27856,31%,2813,9041,"9,041",2,7,8,9.6,32,29047,17%,1569,9041,"8,454"
NM,Roosevelt,5,8,4,13.1,34.8,35141,58%,6021,10425,"10,425",5,6,5,12.8,36.9,39147,58%,6021,10425,"11,334"
NM,Sandoval,11,28,58,6.6,24.3,52778,44%,57791,131561,"131,561",13,37,63,8,23.8,62833,36%,47091,131561,"137,540"
NM,Sierra,2,3,1,8.9,23.9,42800,88%,2855,3240,"3,240",1,2,1,9.6,22.5,47535,88%,2863,3240,"2,983"
