State,County Name,Grocery 2009,Convenience 2009,Fast Food Restaurants 2009,Adult Diabetes % 2009,Adult Obsesity % 2009,Median Household Income 2009,Limited Access Population% 2009,Limited Access Population 2009,Population 2009,Grocery 2014,Convenience 2014,Fast Food Restaurants 2014,Adult Diabetes 2014,Adult Obesity 2014,Median Household Income 2014,Limited Access % 2014,Limited Access 2014,Population 2014,FF per capita 2009,FF per capita 2014,% change FF Per Capita,Grocery per capita 2009,Grocery per capita 2014,% change in grocery per capita,% change in Access,% Change in Obesity,% change in income
MN,Olmsted,26,47,92,7.3,28.2,61362,21%,31004,"144,248",23,39,105,7,25.6,70063,20%,28176,"150,068",0.00063779,0.000699683,10%,0.000180245,0.000153264,-15%,-5%,-9%,14%
OH,Clermont,21,79,118,9.6,29.9,56628,42%,82269,"197,363",26,77,132,11.7,30.3,62214,40%,78008,"201,295",0.000597883,0.000655754,10%,0.000106403,0.000129164,21%,-5%,1%,10%
TX,Bowie,13,48,84,10.4,32.9,42272,29%,27240,"92,565",15,36,93,12.7,32.4,42515,22%,20114,"93,458",0.00090747,0.000995099,10%,0.000140442,0.0001605,14%,-24%,-2%,1%
WV,Cabell,19,53,100,14,32.9,36274,13%,12569,"96,319",15,51,110,13.5,30.5,39044,13%,12920,"96,632",0.001038217,0.001138339,10%,0.000197261,0.000155228,-21%,0%,-7%,8%
AL,Pike,9,17,30,15.3,36.9,32771,11%,3733,"32,899",6,20,33,13.5,38.4,34442,14%,4535,"33,020",0.000911882,0.000999394,10%,0.000273565,0.000181708,-34%,27%,4%,5%
AR,Pike,9,17,30,15.3,36.9,32771,11%,3733,"32,899",6,20,33,13.5,38.4,34442,14%,4535,"33,020",0.000911882,0.000999394,10%,0.000273565,0.000181708,-34%,27%,4%,5%
GA,Pike,9,17,30,15.3,36.9,32771,11%,3733,"32,899",6,20,33,13.5,38.4,34442,14%,4535,"33,020",0.000911882,0.000999394,10%,0.000273565,0.000181708,-34%,27%,4%,5%
IL,Pike,9,17,30,15.3,36.9,32771,11%,3733,"32,899",6,20,33,13.5,38.4,34442,14%,4535,"33,020",0.000911882,0.000999394,10%,0.000273565,0.000181708,-34%,27%,4%,5%
IN,Pike,9,17,30,15.3,36.9,32771,11%,3733,"32,899",6,20,33,13.5,38.4,34442,14%,4535,"33,020",0.000911882,0.000999394,10%,0.000273565,0.000181708,-34%,27%,4%,5%
KY,Pike,9,17,30,15.3,36.9,32771,11%,3733,"32,899",6,20,33,13.5,38.4,34442,14%,4535,"33,020",0.000911882,0.000999394,10%,0.000273565,0.000181708,-34%,27%,4%,5%
MS,Pike,9,17,30,15.3,36.9,32771,11%,3733,"32,899",6,20,33,13.5,38.4,34442,14%,4535,"33,020",0.000911882,0.000999394,10%,0.000273565,0.000181708,-34%,27%,4%,5%
MO,Pike,9,17,30,15.3,36.9,32771,11%,3733,"32,899",6,20,33,13.5,38.4,34442,14%,4535,"33,020",0.000911882,0.000999394,10%,0.000273565,0.000181708,-34%,27%,4%,5%
OH,Pike,9,17,30,15.3,36.9,32771,11%,3733,"32,899",6,20,33,13.5,38.4,34442,14%,4535,"33,020",0.000911882,0.000999394,10%,0.000273565,0.000181708,-34%,27%,4%,5%
PA,Pike,9,17,30,15.3,36.9,32771,11%,3733,"32,899",6,20,33,13.5,38.4,34442,14%,4535,"33,020",0.000911882,0.000999394,10%,0.000273565,0.000181708,-34%,27%,4%,5%
NM,Bernalillo,77,197,500,6.1,19.9,47405,21%,136118,"662,564",75,222,558,7.4,21.5,47870,20%,129354,"674,829",0.000754644,0.000826876,10%,0.000116215,0.000111139,-4%,-5%,8%,1%
CO,Summit,9,14,42,3.6,15.1,60087,29%,8108,"27,994",11,19,48,4.1,13.1,69633,18%,5175,"29,205",0.001500321,0.001643554,10%,0.000321497,0.000376648,17%,-38%,-13%,16%
OH,Summit,9,14,42,3.6,15.1,60087,29%,8108,"27,994",11,19,48,4.1,13.1,69633,18%,5175,"29,205",0.001500321,0.001643554,10%,0.000321497,0.000376648,17%,-38%,-13%,16%
UT,Summit,9,14,42,3.6,15.1,60087,29%,8108,"27,994",11,19,48,4.1,13.1,69633,18%,5175,"29,205",0.001500321,0.001643554,10%,0.000321497,0.000376648,17%,-38%,-13%,16%
PA,Lehigh,71,121,219,10.4,28.9,51426,26%,91342,"349,497",82,117,246,10.8,30.1,56352,25%,87228,"358,552",0.000626615,0.000686093,9%,0.000203149,0.000228698,13%,-4%,4%,10%
AZ,Yuma,34,64,103,10.2,29.4,40609,22%,43753,"195,751",31,65,117,12.6,30.5,40426,20%,39777,"203,111",0.000526179,0.00057604,9%,0.00017369,0.000152626,-12%,-9%,4%,0%
CO,Yuma,34,64,103,10.2,29.4,40609,22%,43753,"195,751",31,65,117,12.6,30.5,40426,20%,39777,"203,111",0.000526179,0.00057604,9%,0.00017369,0.000152626,-12%,-9%,4%,0%
RI,Newport,8,35,68,7.3,21.7,67431,35%,28776,"82,888",18,27,74,8.5,23.1,66096,31%,25293,"82,404",0.000820384,0.000898015,9%,9.65158E-05,0.000218436,126%,-11%,6%,-2%
PA,Allegheny,195,403,904,9.6,28.6,47490,29%,351583,"1,223,348",225,450,997,9.7,26.7,54412,26%,312479,"1,232,666",0.000738956,0.000808816,9%,0.000159399,0.000182531,15%,-10%,-7%,15%
CA,Tulare,110,128,202,7.7,31.2,42377,14%,63227,"442,179",122,160,228,8,32.6,42637,13%,59680,"456,115",0.000456829,0.000499874,9%,0.000248768,0.000267476,8%,-7%,4%,1%
ME,Oxford,13,49,24,9.8,27.6,38789,9%,4951,"57,833",15,46,26,10.9,31.4,42674,7%,3821,"57,291",0.000414988,0.000453823,9%,0.000224785,0.000261821,16%,-22%,14%,10%
CA,Marin,64,45,164,6.4,15.3,82383,16%,41396,"252,409",71,41,185,7.9,18.9,99868,12%,30189,"260,516",0.000649739,0.000710129,9%,0.000253557,0.000272536,7%,-25%,24%,21%
MI,Tuscola,9,29,17,10.5,30.9,40808,7%,3716,"55,729",8,32,18,12.6,32.6,45800,3%,1906,"53,991",0.000305048,0.000333389,9%,0.000161496,0.000148173,-8%,-57%,6%,12%
OH,Portage,20,55,113,9.1,29.7,49287,21%,33164,"161,419",17,53,124,9.1,29,53609,27%,42910,"162,088",0.000700042,0.000765017,9%,0.000123901,0.000104881,-15%,29%,-2%,9%
WI,Portage,20,55,113,9.1,29.7,49287,21%,33164,"161,419",17,53,124,9.1,29,53609,27%,42910,"162,088",0.000700042,0.000765017,9%,0.000123901,0.000104881,-15%,29%,-2%,9%
MA,Bristol,110,253,349,10.9,29,51361,31%,170346,"548,285",104,267,386,11.1,28.3,59839,29%,158761,"555,071",0.00063653,0.000695407,9%,0.000200626,0.000187363,-7%,-6%,-2%,17%
RI,Bristol,110,253,349,10.9,29,51361,31%,170346,"548,285",104,267,386,11.1,28.3,59839,29%,158761,"555,071",0.00063653,0.000695407,9%,0.000200626,0.000187363,-7%,-6%,-2%,17%
VA,Bristol,110,253,349,10.9,29,51361,31%,170346,"548,285",104,267,386,11.1,28.3,59839,29%,158761,"555,071",0.00063653,0.000695407,9%,0.000200626,0.000187363,-7%,-6%,-2%,17%
SC,Orangeburg,24,75,65,15.2,40.4,32699,13%,12326,"92,501",18,85,69,15.1,41.9,37651,12%,11273,"89,886",0.000702695,0.000767639,9%,0.000259457,0.000200254,-23%,-8%,4%,15%
PA,Philadelphia,501,336,1223,11.2,31.5,34667,1%,13014,"1,526,006",635,431,1365,11.5,29.8,41210,1%,18434,"1,560,609",0.000801439,0.000874659,9%,0.000328308,0.000406892,24%,0%,-5%,19%
PA,Schuylkill,34,59,71,10.3,32,40384,7%,9833,"148,289",30,64,76,11.4,35.1,45733,8%,11846,"145,559",0.000478795,0.000522125,9%,0.000229282,0.000206102,-10%,14%,10%,13%
NC,Pender,7,18,29,12.1,32.2,43573,7%,3587,"52,217",10,15,34,12.1,31.1,49390,7%,3483,"56,144",0.000555375,0.000605586,9%,0.000134056,0.000178113,33%,0%,-3%,13%
OK,Cimarron,1,2,3,11.3,31.2,36183,40%,1000,"2,475",1,1,3,12.5,32.8,44023,40%,999,"2,271",0.001212121,0.001321004,9%,0.00040404,0.000440335,9%,0%,5%,22%
TX,Blanco,3,8,8,9.6,29,46981,10%,1048,"10,497",3,8,9,11.2,28.7,53449,5%,485,"10,836",0.000762123,0.000830565,9%,0.000285796,0.000276855,-3%,-50%,-1%,14%
NH,Belknap,15,41,44,9.4,26.2,53851,17%,10025,"60,088",10,38,48,10.6,31.3,63377,17%,9915,"60,278",0.000732259,0.00079631,9%,0.000249634,0.000165898,-34%,0%,19%,18%
CA,Sierra,2,3,1,8.9,23.9,42800,88%,2855,"3,240",1,2,1,9.6,22.5,47535,88%,2863,"2,983",0.000308642,0.000335233,9%,0.000617284,0.000335233,-46%,0%,-6%,11%
NM,Sierra,2,3,1,8.9,23.9,42800,88%,2855,"3,240",1,2,1,9.6,22.5,47535,88%,2863,"2,983",0.000308642,0.000335233,9%,0.000617284,0.000335233,-46%,0%,-6%,11%
MS,Itawamba,5,12,11,13.5,34.7,37134,11%,2649,"23,401",5,13,12,12.8,34.5,39296,12%,2771,"23,520",0.000470065,0.000510204,9%,0.000213666,0.000212585,-1%,9%,-1%,6%
TX,Uvalde,2,20,17,10.1,29.9,31941,36%,9595,"26,405",1,24,19,10.5,30,37700,43%,11469,"27,192",0.000643817,0.000698735,9%,7.57432E-05,3.67755E-05,-51%,19%,0%,18%
MA,Suffolk,205,300,645,7.6,21.8,49584,3%,20450,"722,023",217,331,745,7.5,21.3,56530,1%,5420,"768,537",0.000893323,0.000969374,9%,0.000283924,0.000282355,-1%,-67%,-2%,14%
NY,Suffolk,205,300,645,7.6,21.8,49584,3%,20450,"722,023",217,331,745,7.5,21.3,56530,1%,5420,"768,537",0.000893323,0.000969374,9%,0.000283924,0.000282355,-1%,-67%,-2%,14%
VA,Suffolk,205,300,645,7.6,21.8,49584,3%,20450,"722,023",217,331,745,7.5,21.3,56530,1%,5420,"768,537",0.000893323,0.000969374,9%,0.000283924,0.000282355,-1%,-67%,-2%,14%
IL,Peoria,41,66,124,10.3,28.8,50166,30%,55265,"186,494",54,70,135,9.6,28.8,53781,26%,47562,"187,272",0.000664901,0.000720877,8%,0.000219846,0.000288351,31%,-13%,0%,7%
NE,Lancaster,38,101,245,7.1,27.5,50197,13%,38274,"285,407",50,96,281,7.6,26,54422,10%,29063,"302,097",0.000858423,0.000930165,8%,0.000133143,0.00016551,24%,-23%,-5%,8%
PA,Lancaster,38,101,245,7.1,27.5,50197,13%,38274,"285,407",50,96,281,7.6,26,54422,10%,29063,"302,097",0.000858423,0.000930165,8%,0.000133143,0.00016551,24%,-23%,-5%,8%
SC,Lancaster,38,101,245,7.1,27.5,50197,13%,38274,"285,407",50,96,281,7.6,26,54422,10%,29063,"302,097",0.000858423,0.000930165,8%,0.000133143,0.00016551,24%,-23%,-5%,8%
VA,Lancaster,38,101,245,7.1,27.5,50197,13%,38274,"285,407",50,96,281,7.6,26,54422,10%,29063,"302,097",0.000858423,0.000930165,8%,0.000133143,0.00016551,24%,-23%,-5%,8%
OR,Josephine,15,33,42,10.4,25.1,36102,18%,14564,"82,713",21,39,46,9.3,27.1,40569,20%,16478,"83,604",0.00050778,0.000550213,8%,0.00018135,0.000251184,39%,11%,8%,12%
WA,Asotin,5,4,9,10.8,29.2,39340,19%,4212,"21,623",5,4,10,12.9,33.4,46573,19%,4079,"22,177",0.000416223,0.000450918,8%,0.000231235,0.000225459,-2%,0%,14%,18%
MI,Branch,3,23,22,10.1,33,37629,14%,6527,"45,248",3,18,23,10,31.8,47146,4%,1587,"43,669",0.000486209,0.000526689,8%,6.63013E-05,6.86986E-05,4%,-71%,-4%,25%
CT,Windham,18,52,58,8.8,30.2,56564,19%,22160,"118,428",21,45,62,10.1,29.6,61303,16%,18808,"116,919",0.000489749,0.000530282,8%,0.000151991,0.000179612,18%,-16%,-2%,8%
VT,Windham,18,52,58,8.8,30.2,56564,19%,22160,"118,428",21,45,62,10.1,29.6,61303,16%,18808,"116,919",0.000489749,0.000530282,8%,0.000151991,0.000179612,18%,-16%,-2%,8%
CA,Alameda,359,300,1072,7.2,20.3,66937,11%,160425,"1,510,271",377,313,1236,8.5,20,81462,7%,107964,"1,608,868",0.000709806,0.000768242,8%,0.000237706,0.000234326,-1%,-36%,-1%,22%
MI,Midland,13,40,50,9.1,31.2,50430,26%,21895,"83,629",16,34,54,9.5,30.5,59248,20%,16800,"83,459",0.000597879,0.000647024,8%,0.000155448,0.000191711,23%,-23%,-2%,17%
TX,Midland,13,40,50,9.1,31.2,50430,26%,21895,"83,629",16,34,54,9.5,30.5,59248,20%,16800,"83,459",0.000597879,0.000647024,8%,0.000155448,0.000191711,23%,-23%,-2%,17%
CA,Humboldt,43,54,85,8.6,26.2,38254,16%,21978,"134,623",45,43,92,8.8,25.5,40739,16%,21099,"134,665",0.000631393,0.000683177,8%,0.000319411,0.000334163,5%,0%,-3%,6%
IA,Humboldt,43,54,85,8.6,26.2,38254,16%,21978,"134,623",45,43,92,8.8,25.5,40739,16%,21099,"134,665",0.000631393,0.000683177,8%,0.000319411,0.000334163,5%,0%,-3%,6%
NV,Humboldt,43,54,85,8.6,26.2,38254,16%,21978,"134,623",45,43,92,8.8,25.5,40739,16%,21099,"134,665",0.000631393,0.000683177,8%,0.000319411,0.000334163,5%,0%,-3%,6%
TX,Tarrant,222,805,1268,8.3,27.8,52482,28%,503753,"1,809,034",238,907,1474,11,29.1,60735,26%,463703,"1,944,512",0.000700927,0.000758031,8%,0.000122717,0.000122396,0%,-7%,5%,16%
AR,Poinsett,6,15,16,11.7,36.5,32130,11%,2797,"24,583",5,17,17,13.8,38.4,32756,34%,8364,"24,155",0.000650856,0.000703788,8%,0.000244071,0.000206996,-15%,209%,5%,2%
CA,Ventura,160,176,545,7.3,23.3,71418,15%,127283,"823,318",173,184,604,7.6,20.3,79285,16%,130817,"844,078",0.000661956,0.000715574,8%,0.000194336,0.000204957,5%,7%,-13%,11%
IN,Vanderburgh,35,66,147,10.2,28.9,41024,20%,35571,"179,703",40,71,161,11.9,33.3,43823,20%,35885,"182,073",0.000818016,0.000884261,8%,0.000194766,0.000219692,13%,0%,15%,7%
IN,Allen,45,112,216,10.3,33.1,47014,33%,117581,"355,329",50,125,240,10.3,30.1,50017,30%,107884,"365,361",0.000607887,0.000656885,8%,0.000126643,0.000136851,8%,-9%,-9%,6%
KS,Allen,45,112,216,10.3,33.1,47014,33%,117581,"355,329",50,125,240,10.3,30.1,50017,30%,107884,"365,361",0.000607887,0.000656885,8%,0.000126643,0.000136851,8%,-9%,-9%,6%
KY,Allen,45,112,216,10.3,33.1,47014,33%,117581,"355,329",50,125,240,10.3,30.1,50017,30%,107884,"365,361",0.000607887,0.000656885,8%,0.000126643,0.000136851,8%,-9%,-9%,6%
LA,Allen,45,112,216,10.3,33.1,47014,33%,117581,"355,329",50,125,240,10.3,30.1,50017,30%,107884,"365,361",0.000607887,0.000656885,8%,0.000126643,0.000136851,8%,-9%,-9%,6%
OH,Allen,45,112,216,10.3,33.1,47014,33%,117581,"355,329",50,125,240,10.3,30.1,50017,30%,107884,"365,361",0.000607887,0.000656885,8%,0.000126643,0.000136851,8%,-9%,-9%,6%
GA,Twiggs,1,10,1,13.6,32.5,35232,1%,98,"9,023",0,6,1,14.5,32.8,36086,0%,15,"8,351",0.000110828,0.000119746,8%,0.000110828,0,-100%,-100%,1%,2%
IL,Champaign,31,67,155,7.1,26.5,45803,15%,29430,"201,081",35,68,172,7.4,25.1,50813,16%,31716,"206,646",0.000770834,0.000832341,8%,0.000154167,0.000169372,10%,7%,-5%,11%
OH,Champaign,31,67,155,7.1,26.5,45803,15%,29430,"201,081",35,68,172,7.4,25.1,50813,16%,31716,"206,646",0.000770834,0.000832341,8%,0.000154167,0.000169372,10%,7%,-5%,11%
OH,Cuyahoga,317,504,1037,10.7,28.1,41407,19%,246210,"1,280,122",294,554,1102,12,30,45506,20%,250036,"1,260,226",0.000810079,0.000874446,8%,0.000247633,0.000233291,-6%,5%,7%,10%
WY,Uinta,3,15,15,7,30.9,60532,20%,4270,"21,118",2,13,16,9,27.9,62968,22%,4686,"20,871",0.000710295,0.000766614,8%,0.000142059,9.58267E-05,-33%,10%,-10%,4%
GA,Richmond,37,116,146,11.6,32.5,37866,34%,67308,"200,549",32,132,158,13.5,34.1,40821,39%,78927,"201,117",0.000728002,0.000785612,8%,0.000184494,0.000159111,-14%,15%,5%,8%
NY,Richmond,37,116,146,11.6,32.5,37866,34%,67308,"200,549",32,132,158,13.5,34.1,40821,39%,78927,"201,117",0.000728002,0.000785612,8%,0.000184494,0.000159111,-14%,15%,5%,8%
NC,Richmond,37,116,146,11.6,32.5,37866,34%,67308,"200,549",32,132,158,13.5,34.1,40821,39%,78927,"201,117",0.000728002,0.000785612,8%,0.000184494,0.000159111,-14%,15%,5%,8%
VA,Richmond,37,116,146,11.6,32.5,37866,34%,67308,"200,549",32,132,158,13.5,34.1,40821,39%,78927,"201,117",0.000728002,0.000785612,8%,0.000184494,0.000159111,-14%,15%,5%,8%
VA,Richmond,37,116,146,11.6,32.5,37866,34%,67308,"200,549",32,132,158,13.5,34.1,40821,39%,78927,"201,117",0.000728002,0.000785612,8%,0.000184494,0.000159111,-14%,15%,5%,8%
IN,Vigo,17,52,86,9.2,32.8,39089,27%,29116,"107,848",17,45,93,11.5,32.8,39635,34%,36598,"108,100",0.000797419,0.000860315,8%,0.000157629,0.000157262,0%,26%,0%,1%
MD,Harford,33,82,150,9,28.3,71848,24%,59244,"244,826",36,82,165,9.4,27.9,77992,22%,53243,"249,839",0.00061268,0.000660425,8%,0.00013479,0.000144093,7%,-8%,-1%,9%
TX,Wise,7,28,32,9.2,31.6,52117,6%,3662,"59,127",9,28,36,10.4,30.9,58367,6%,3519,"61,717",0.000541208,0.000583308,8%,0.000118389,0.000145827,23%,0%,-2%,12%
VA,Wise,7,28,32,9.2,31.6,52117,6%,3662,"59,127",9,28,36,10.4,30.9,58367,6%,3519,"61,717",0.000541208,0.000583308,8%,0.000118389,0.000145827,23%,0%,-2%,12%
AL,Lee,13,74,108,10.2,30,40102,31%,43795,"140,247",17,76,128,9.5,29,46442,26%,36836,"154,277",0.00077007,0.000829676,8%,9.26936E-05,0.000110191,19%,-16%,-3%,16%
AR,Lee,13,74,108,10.2,30,40102,31%,43795,"140,247",17,76,128,9.5,29,46442,26%,36836,"154,277",0.00077007,0.000829676,8%,9.26936E-05,0.000110191,19%,-16%,-3%,16%
FL,Lee,13,74,108,10.2,30,40102,31%,43795,"140,247",17,76,128,9.5,29,46442,26%,36836,"154,277",0.00077007,0.000829676,8%,9.26936E-05,0.000110191,19%,-16%,-3%,16%
GA,Lee,13,74,108,10.2,30,40102,31%,43795,"140,247",17,76,128,9.5,29,46442,26%,36836,"154,277",0.00077007,0.000829676,8%,9.26936E-05,0.000110191,19%,-16%,-3%,16%
IL,Lee,13,74,108,10.2,30,40102,31%,43795,"140,247",17,76,128,9.5,29,46442,26%,36836,"154,277",0.00077007,0.000829676,8%,9.26936E-05,0.000110191,19%,-16%,-3%,16%
IA,Lee,13,74,108,10.2,30,40102,31%,43795,"140,247",17,76,128,9.5,29,46442,26%,36836,"154,277",0.00077007,0.000829676,8%,9.26936E-05,0.000110191,19%,-16%,-3%,16%
KY,Lee,13,74,108,10.2,30,40102,31%,43795,"140,247",17,76,128,9.5,29,46442,26%,36836,"154,277",0.00077007,0.000829676,8%,9.26936E-05,0.000110191,19%,-16%,-3%,16%
MS,Lee,13,74,108,10.2,30,40102,31%,43795,"140,247",17,76,128,9.5,29,46442,26%,36836,"154,277",0.00077007,0.000829676,8%,9.26936E-05,0.000110191,19%,-16%,-3%,16%
NC,Lee,13,74,108,10.2,30,40102,31%,43795,"140,247",17,76,128,9.5,29,46442,26%,36836,"154,277",0.00077007,0.000829676,8%,9.26936E-05,0.000110191,19%,-16%,-3%,16%
SC,Lee,13,74,108,10.2,30,40102,31%,43795,"140,247",17,76,128,9.5,29,46442,26%,36836,"154,277",0.00077007,0.000829676,8%,9.26936E-05,0.000110191,19%,-16%,-3%,16%
TX,Lee,13,74,108,10.2,30,40102,31%,43795,"140,247",17,76,128,9.5,29,46442,26%,36836,"154,277",0.00077007,0.000829676,8%,9.26936E-05,0.000110191,19%,-16%,-3%,16%
VA,Lee,13,74,108,10.2,30,40102,31%,43795,"140,247",17,76,128,9.5,29,46442,26%,36836,"154,277",0.00077007,0.000829676,8%,9.26936E-05,0.000110191,19%,-16%,-3%,16%
ID,Bannock,9,35,58,8.7,29.7,40946,30%,25194,"82,839",10,36,63,10,28.1,43298,29%,23876,"83,516",0.000700153,0.000754346,8%,0.000108644,0.000119738,10%,-3%,-5%,6%
MO,Taney,13,37,48,10.3,32.1,34281,21%,10701,"51,675",10,35,54,10.8,30.9,39320,30%,15578,"53,961",0.000928882,0.001000723,8%,0.000251572,0.000185319,-26%,43%,-4%,15%
TX,Colorado,6,20,15,11.3,28.9,41395,21%,4358,"20,874",5,25,16,11.3,28.5,47783,21%,4317,"20,669",0.000718597,0.000774106,8%,0.000287439,0.000241908,-16%,0%,-1%,15%
IL,Will,86,162,438,8.4,30.8,71344,36%,242455,"677,560",102,176,477,8.5,28,76293,32%,217703,"685,109",0.000646437,0.00069624,8%,0.000126926,0.000148881,17%,-11%,-9%,7%
OK,Creek,7,37,34,11.5,33.7,41331,19%,13189,"69,967",6,31,37,14.8,36.8,47395,21%,14638,"70,724",0.000485943,0.00052316,8%,0.000100047,8.48368E-05,-15%,11%,9%,15%
MI,Eaton,14,37,70,9.4,31.3,52300,20%,21806,"107,759",11,37,76,11.4,35.7,56760,27%,28954,"108,679",0.000649598,0.000699307,8%,0.00012992,0.000101216,-22%,35%,14%,9%
NY,Westchester,431,208,698,7.5,17.3,76993,15%,142030,"949,113",481,253,768,8.2,20.3,85688,15%,140484,"970,255",0.000735423,0.000791544,8%,0.000454108,0.000495746,9%,0%,17%,11%
SC,Darlington,14,51,33,14.2,35.8,33772,14%,9759,"68,681",13,58,35,14.6,37.7,36719,16%,11249,"67,697",0.000480482,0.00051701,8%,0.000203841,0.000192032,-6%,14%,5%,9%
GA,Talbot,2,4,1,15.7,35.2,29933,4%,306,"6,865",1,5,1,16.3,33.3,33510,22%,1512,"6,381",0.000145666,0.000156715,8%,0.000291333,0.000156715,-46%,450%,-5%,12%
MD,Talbot,2,4,1,15.7,35.2,29933,4%,306,"6,865",1,5,1,16.3,33.3,33510,22%,1512,"6,381",0.000145666,0.000156715,8%,0.000291333,0.000156715,-46%,450%,-5%,12%
CO,Adams,49,114,270,6.3,24.8,52785,15%,65746,"441,603",66,122,316,7.2,26.3,62991,15%,66896,"480,446",0.000611409,0.000657722,8%,0.000110959,0.000137372,24%,0%,6%,19%
ID,Adams,49,114,270,6.3,24.8,52785,15%,65746,"441,603",66,122,316,7.2,26.3,62991,15%,66896,"480,446",0.000611409,0.000657722,8%,0.000110959,0.000137372,24%,0%,6%,19%
IL,Adams,49,114,270,6.3,24.8,52785,15%,65746,"441,603",66,122,316,7.2,26.3,62991,15%,66896,"480,446",0.000611409,0.000657722,8%,0.000110959,0.000137372,24%,0%,6%,19%
IN,Adams,49,114,270,6.3,24.8,52785,15%,65746,"441,603",66,122,316,7.2,26.3,62991,15%,66896,"480,446",0.000611409,0.000657722,8%,0.000110959,0.000137372,24%,0%,6%,19%
IA,Adams,49,114,270,6.3,24.8,52785,15%,65746,"441,603",66,122,316,7.2,26.3,62991,15%,66896,"480,446",0.000611409,0.000657722,8%,0.000110959,0.000137372,24%,0%,6%,19%
MS,Adams,49,114,270,6.3,24.8,52785,15%,65746,"441,603",66,122,316,7.2,26.3,62991,15%,66896,"480,446",0.000611409,0.000657722,8%,0.000110959,0.000137372,24%,0%,6%,19%
NE,Adams,49,114,270,6.3,24.8,52785,15%,65746,"441,603",66,122,316,7.2,26.3,62991,15%,66896,"480,446",0.000611409,0.000657722,8%,0.000110959,0.000137372,24%,0%,6%,19%
ND,Adams,49,114,270,6.3,24.8,52785,15%,65746,"441,603",66,122,316,7.2,26.3,62991,15%,66896,"480,446",0.000611409,0.000657722,8%,0.000110959,0.000137372,24%,0%,6%,19%
OH,Adams,49,114,270,6.3,24.8,52785,15%,65746,"441,603",66,122,316,7.2,26.3,62991,15%,66896,"480,446",0.000611409,0.000657722,8%,0.000110959,0.000137372,24%,0%,6%,19%
PA,Adams,49,114,270,6.3,24.8,52785,15%,65746,"441,603",66,122,316,7.2,26.3,62991,15%,66896,"480,446",0.000611409,0.000657722,8%,0.000110959,0.000137372,24%,0%,6%,19%
WA,Adams,49,114,270,6.3,24.8,52785,15%,65746,"441,603",66,122,316,7.2,26.3,62991,15%,66896,"480,446",0.000611409,0.000657722,8%,0.000110959,0.000137372,24%,0%,6%,19%
WI,Adams,49,114,270,6.3,24.8,52785,15%,65746,"441,603",66,122,316,7.2,26.3,62991,15%,66896,"480,446",0.000611409,0.000657722,8%,0.000110959,0.000137372,24%,0%,6%,19%
AL,Baldwin,24,119,112,11.4,25.5,47618,19%,35211,"182,265",29,118,132,10.4,27.4,52387,17%,30561,"199,745",0.00061449,0.000660843,8%,0.000131676,0.000145185,10%,-11%,7%,10%
GA,Baldwin,24,119,112,11.4,25.5,47618,19%,35211,"182,265",29,118,132,10.4,27.4,52387,17%,30561,"199,745",0.00061449,0.000660843,8%,0.000131676,0.000145185,10%,-11%,7%,10%
IL,Vermilion,13,36,40,10.4,28.7,38534,18%,14337,"81,625",15,34,42,12.7,35.4,44705,15%,11871,"79,695",0.000490046,0.000527009,8%,0.000159265,0.000188218,18%,-17%,23%,16%
LA,Vermilion,13,36,40,10.4,28.7,38534,18%,14337,"81,625",15,34,42,12.7,35.4,44705,15%,11871,"79,695",0.000490046,0.000527009,8%,0.000159265,0.000188218,18%,-17%,23%,16%
OH,Belmont,17,39,51,11.5,30.9,37913,15%,10512,"70,400",19,42,54,15.1,33.5,45675,14%,10006,"69,324",0.000724432,0.000778951,8%,0.000241477,0.000274075,13%,-7%,8%,20%
MI,Iosco,8,17,18,11.4,33.9,33985,26%,6667,"25,887",7,17,19,12.9,33.2,39874,22%,5657,"25,419",0.00069533,0.000747472,7%,0.000309035,0.000275385,-11%,-15%,-2%,17%
MN,Carver,8,27,47,6.3,26.3,81935,28%,25217,"91,042",12,28,54,6.8,23,93857,28%,25147,"97,323",0.000516245,0.000554853,7%,8.78715E-05,0.000123301,40%,0%,-13%,15%
AL,Barbour,5,14,21,14,37,33074,21%,5722,"27,457",5,19,22,18.4,44.4,31433,22%,6070,"26,763",0.000764832,0.00082203,7%,0.000182103,0.000186825,3%,5%,20%,-5%
WV,Barbour,5,14,21,14,37,33074,21%,5722,"27,457",5,19,22,18.4,44.4,31433,22%,6070,"26,763",0.000764832,0.00082203,7%,0.000182103,0.000186825,3%,5%,20%,-5%
TX,Frio,3,13,12,8.4,28.6,30820,14%,2409,"17,217",2,17,14,8.6,27.5,38809,10%,1682,"18,693",0.000696986,0.000748943,7%,0.000174246,0.000106992,-39%,-29%,-4%,26%
CA,Mono,6,10,16,7,20.5,52768,48%,6813,"14,202",5,12,17,7.4,22.8,53992,50%,7068,"14,045",0.001126602,0.001210395,7%,0.000422476,0.000355999,-16%,4%,11%,2%
GA,Floyd,14,72,70,10,28.9,38289,23%,22006,"96,317",19,76,75,13.6,31,41130,20%,19666,"96,061",0.000726767,0.000780754,7%,0.000145353,0.000197791,36%,-13%,7%,7%
IN,Floyd,14,72,70,10,28.9,38289,23%,22006,"96,317",19,76,75,13.6,31,41130,20%,19666,"96,061",0.000726767,0.000780754,7%,0.000145353,0.000197791,36%,-13%,7%,7%
